Game,Day,Date,StartTime,LOG,EndTime,Home,Attendance,Opp,TeamScore,OppScore,PointDiff,Win,OT,Season,Wins,Losses,Streak,Rivalry,Celtics,Knicks
62,Friday,2016-03-04,19:00:00,136,21:16:00,0,17610,Miami Heat,102,112,-10,0,0,2015,8,54,-11,0,0,0
63,Sunday,2016-03-06,18:00:00,139,20:19:00,1,19820,Miami Heat,98,103,-5,0,0,2015,8,55,-12,0,0,0
64,Wednesday,2016-03-09,19:00:00,154,21:34:00,0,15237,Houston Rockets,104,118,-14,0,0,2015,8,56,-13,0,0,0
65,Friday,2016-03-11,19:00:00,132,21:12:00,0,14128,Brooklyn Nets,95,89,6,1,0,2015,9,56,1,0,0,0
66,Saturday,2016-03-12,19:00:00,136,21:16:00,0,16087,Detroit Pistons,111,125,-14,0,0,2015,9,57,-1,0,0,0
67,Tuesday,2016-03-15,19:30:00,134,21:44:00,1,14560,Brooklyn Nets,114,131,-17,0,0,2015,9,58,-2,0,0,0
68,Thursday,2016-03-17,19:00:00,138,21:18:00,0,10521,Washington Wizards,94,99,-5,0,0,2015,9,59,-3,0,0,0
69,Friday,2016-03-18,19:00:00,130,21:10:00,0,20388,Oklahoma City Thunder,97,111,-14,0,0,2015,9,60,-4,0,0,0
70,Sunday,2016-03-20,18:00:00,134,20:14:00,0,15103,Boston Celtics,105,120,-15,0,0,2015,9,61,-5,1,1,0
71,Monday,2016-03-21,19:00:00,126,21:06:00,1,16155,Indiana Pacers,75,91,-16,0,0,2015,9,62,-6,0,0,0
72,Wednesday,2016-03-23,21:00:00,142,23:22:00,1,10684,Denver Nuggets,103,104,-1,0,0,2015,9,63,-7,0,0,0
73,Saturday,2016-03-26,22:00:00,138,00:18:00,1,19506,Portland Trail Blazers,105,108,-3,0,0,2015,9,64,-8,0,0,0
74,Sunday,2016-03-27,20:00:00,126,22:06:00,1,19596,Golden State Warriors,105,117,-12,0,0,2015,9,65,-9,0,0,0
75,Tuesday,2016-03-29,19:00:00,117,20:57:00,0,14486,Charlotte Hornets,85,100,-15,0,0,2015,9,66,-10,0,0,0
76,Friday,2016-04-01,19:00:00,130,21:10:00,1,19244,Charlotte Hornets,91,100,-9,0,0,2015,9,67,-11,0,0,0
77,Saturday,2016-04-02,19:30:00,137,21:47:00,0,19213,Indiana Pacers,102,115,-13,0,0,2015,9,68,-12,0,0,0
78,Tuesday,2016-04-05,19:00:00,121,21:01:00,0,10978,New Orleans Pelicans,107,93,14,1,0,2015,10,68,1,0,0,0
79,Friday,2016-04-08,19:00:00,141,21:21:00,0,16076,New York Knicks,102,109,-7,0,0,2015,10,69,-1,1,0,1
80,Sunday,2016-04-10,17:00:00,151,19:31:00,0,16267,Milwaukee Bucks,108,109,-1,0,1,2015,10,70,-2,0,0,0
81,Tuesday,2016-04-12,19:30:00,132,21:42:00,1,19800,Toronto Raptors,98,122,-24,0,0,2015,10,71,-3,0,0,0
82,Wednesday,2016-04-13,20:00:00,127,22:07:00,1,21777,Chicago Bulls,105,115,-10,0,0,2015,10,72,-4,0,0,0
1,Wednesday,2016-10-26,20:00:00,152,22:32:00,0,20487,Oklahoma City Thunder,97,103,-6,0,0,2016,0,1,-1,0,0,0
2,Saturday,2016-10-29,12:30:00,129,14:39:00,0,16312,Atlanta Hawks,72,104,-32,0,0,2016,0,2,-1,0,0,0
3,Tuesday,2016-11-01,19:00:00,146,21:26:00,0,12529,Orlando Magic,101,103,-2,0,0,2016,0,3,-2,0,0,0
4,Wednesday,2016-11-02,19:00:00,127,21:07:00,1,15275,Charlotte Hornets,93,109,-16,0,0,2016,0,4,-3,0,0,0
5,Saturday,2016-11-05,19:00:00,135,21:15:00,0,20497,Cleveland Cavaliers,101,102,-1,0,0,2016,0,5,-4,0,0,0
6,Monday,2016-11-07,19:00:00,129,21:09:00,0,14168,Utah Jazz,84,109,-25,0,0,2016,0,6,-5,0,0,0
7,Wednesday,2016-11-09,19:00:00,158,21:38:00,1,15360,Indiana Pacers,115,122,-7,0,1,2016,0,7,-6,0,0,0
8,Friday,2016-11-11,19:00:00,157,21:37:00,0,17643,Indiana Pacers,109,105,4,1,1,2016,1,7,1,0,0,0
9,Saturday,2016-11-12,19:30:00,128,21:38:00,1,17399,Atlanta Hawks,96,117,-21,0,0,2016,1,8,-1,0,0,0
10,Monday,2016-11-14,20:00:00,125,22:05:00,1,13183,Houston Rockets,88,115,-27,0,0,2016,1,9,-2,0,0,0
11,Wednesday,2016-11-16,19:00:00,145,21:25:00,0,14863,Washington Wizards,109,102,7,1,0,2016,2,9,1,0,0,0
12,Thursday,2016-11-17,20:00:00,139,22:19:00,1,16866,Minnesota Timberwolves,86,110,-24,0,0,2016,2,10,-1,0,0,0
13,Saturday,2016-11-19,19:30:00,136,21:46:00,0,18125,Phoenix Suns,120,105,15,1,0,2016,3,10,1,0,0,0
14,Monday,2016-11-21,19:00:00,141,21:21:00,0,16477,Miami Heat,101,94,7,1,0,2016,4,10,2,0,0,0
15,Wednesday,2016-11-23,19:00:00,187,22:07:00,0,15880,Memphis Grizzlies,99,104,-5,0,0,2016,4,11,-1,0,0,0
16,Friday,2016-11-25,19:30:00,126,21:36:00,0,18234,Chicago Bulls,89,105,-16,0,0,2016,4,12,-2,0,0,0
17,Sunday,2016-11-27,13:00:00,137,15:17:00,0,19311,Cleveland Cavaliers,108,112,-4,0,0,2016,4,13,-3,0,0,0
18,Monday,2016-11-28,19:30:00,131,21:41:00,1,19800,Toronto Raptors,95,122,-27,0,0,2016,4,14,-4,0,0,0
19,Friday,2016-12-02,19:00:00,127,21:07:00,0,13711,Orlando Magic,88,105,-17,0,0,2016,4,15,-5,0,0,0
20,Saturday,2016-12-03,19:30:00,144,21:54:00,0,17063,Boston Celtics,106,107,-1,0,0,2016,4,16,-6,1,1,0
21,Monday,2016-12-05,19:00:00,145,21:25:00,0,11815,Denver Nuggets,98,106,-8,0,0,2016,4,17,-7,0,0,0
22,Tuesday,2016-12-06,20:00:00,146,22:26:00,1,13521,Memphis Grizzlies,91,96,-5,0,0,2016,4,18,-8,0,0,0
23,Thursday,2016-12-08,20:00:00,129,22:09:00,1,14158,New Orleans Pelicans,99,88,11,1,0,2016,5,18,1,0,0,0
24,Sunday,2016-12-11,18:00:00,124,20:04:00,1,7244,Detroit Pistons,97,79,18,1,0,2016,6,18,2,0,0,0
25,Wednesday,2016-12-14,19:00:00,145,21:25:00,0,16192,Toronto Raptors,114,123,-9,0,0,2016,6,19,-1,0,0,0
26,Friday,2016-12-16,20:00:00,149,22:29:00,0,20491,Los Angeles Lakers,89,100,-11,0,0,2016,6,20,-2,0,0,0
27,Sunday,2016-12-18,18:00:00,145,20:25:00,0,16460,Brooklyn Nets,108,107,1,1,0,2016,7,20,1,0,0,0
28,Tuesday,2016-12-20,19:00:00,137,21:17:00,0,16322,New Orleans Pelicans,93,108,-15,0,0,2016,7,21,-1,0,0,0
29,Friday,2016-12-23,21:00:00,149,23:29:00,1,16535,Phoenix Suns,116,123,-7,0,0,2016,7,22,-2,0,0,0
30,Monday,2016-12-26,22:30:00,140,00:50:00,1,17608,Sacramento Kings,100,102,-2,0,0,2016,7,23,-3,0,0,0
31,Thursday,2016-12-29,21:00:00,130,23:10:00,1,19911,Utah Jazz,83,100,-17,0,0,2016,7,24,-4,0,0,0
32,Friday,2016-12-30,21:00:00,153,23:33:00,1,13619,Denver Nuggets,124,122,2,1,0,2016,8,24,1,0,0,0
33,Tuesday,2017-01-03,19:00:00,139,21:19:00,0,17124,Minnesota Timberwolves,93,91,2,1,0,2016,9,24,2,0,0,0
34,Friday,2017-01-06,19:30:00,147,21:57:00,1,18624,Boston Celtics,106,110,-4,0,0,2016,9,25,-1,1,1,0
35,Sunday,2017-01-08,12:00:00,139,14:19:00,1,16123,Brooklyn Nets,105,95,10,1,0,2016,10,25,1,0,0,0
36,Wednesday,2017-01-11,19:00:00,132,21:12:00,0,18755,New York Knicks,98,97,1,1,0,2016,11,25,2,1,0,1
37,Friday,2017-01-13,19:00:00,139,21:19:00,0,18215,Charlotte Hornets,102,93,9,1,0,2016,12,25,3,0,0,0
38,Saturday,2017-01-14,20:00:00,127,22:07:00,1,17880,Washington Wizards,93,109,-16,0,0,2016,12,26,-1,0,0,0
39,Monday,2017-01-16,15:30:00,134,17:44:00,1,13261,Milwaukee Bucks,113,104,9,1,0,2016,13,26,1,0,0,0
40,Wednesday,2017-01-18,19:00:00,153,21:33:00,0,17223,Toronto Raptors,94,89,5,1,0,2016,14,26,2,0,0,0
41,Friday,2017-01-20,19:00:00,138,21:18:00,0,19476,Portland Trail Blazers,93,92,1,1,0,2016,15,26,3,0,0,0
42,Saturday,2017-01-21,19:00:00,131,21:11:00,1,15116,Atlanta Hawks,93,110,-17,0,0,2016,15,27,-1,0,0,0
43,Tuesday,2017-01-24,19:00:00,144,21:24:00,0,17591,Los Angeles Clippers,121,110,11,1,0,2016,16,27,1,0,0,0
44,Wednesday,2017-01-25,20:00:00,141,22:21:00,1,13663,Milwaukee Bucks,114,109,5,1,0,2016,17,27,2,0,0,0
45,Friday,2017-01-27,20:00:00,153,22:33:00,0,20588,Houston Rockets,118,123,-5,0,0,2016,17,28,-1,0,0,0
46,Sunday,2017-01-29,19:00:00,131,21:11:00,1,21606,Chicago Bulls,108,121,-13,0,0,2016,17,29,-2,0,0,0
47,Monday,2017-01-30,18:00:00,144,20:24:00,0,15840,Sacramento Kings,122,119,3,1,0,2016,18,29,1,0,0,0
48,Wednesday,2017-02-01,20:30:00,132,22:42:00,1,19263,Dallas Mavericks,95,113,-18,0,0,2016,18,30,-1,0,0,0
49,Thursday,2017-02-02,20:30:00,132,22:42:00,1,18418,San Antonio Spurs,86,102,-16,0,0,2016,18,31,-2,0,0,0
50,Saturday,2017-02-04,19:30:00,135,21:45:00,1,19754,Miami Heat,102,125,-23,0,0,2016,18,32,-3,0,0,0
51,Monday,2017-02-06,19:30:00,125,21:35:00,1,14731,Detroit Pistons,96,113,-17,0,0,2016,18,33,-4,0,0,0
52,Wednesday,2017-02-08,19:00:00,137,21:17:00,0,19233,San Antonio Spurs,103,111,-8,0,0,2016,18,34,-5,0,0,0
53,Thursday,2017-02-09,19:00:00,148,21:28:00,1,17829,Orlando Magic,112,111,1,1,0,2016,19,34,1,0,0,0
54,Saturday,2017-02-11,19:30:00,146,21:56:00,0,20698,Miami Heat,117,109,8,1,0,2016,20,34,2,0,0,0
55,Monday,2017-02-13,19:00:00,138,21:18:00,1,15775,Charlotte Hornets,105,99,6,1,0,2016,21,34,3,0,0,0
56,Wednesday,2017-02-15,19:30:00,136,21:46:00,1,18624,Boston Celtics,108,116,-8,0,0,2016,21,35,-1,1,1,0
57,Friday,2017-02-24,19:00:00,149,21:29:00,0,19277,Washington Wizards,120,112,8,1,0,2016,22,35,1,0,0,0
58,Saturday,2017-02-25,19:30:00,143,21:53:00,1,19812,New York Knicks,109,110,-1,0,0,2016,22,36,-1,1,0,1
59,Monday,2017-02-27,19:00:00,143,21:23:00,0,20585,Golden State Warriors,108,119,-11,0,0,2016,22,37,-2,0,0,0
60,Wednesday,2017-03-01,19:30:00,125,21:35:00,1,19609,Miami Heat,98,125,-27,0,0,2016,22,38,-3,0,0,0
61,Friday,2017-03-03,19:00:00,148,21:28:00,0,18518,New York Knicks,105,102,3,1,0,2016,23,38,1,1,0,1
62,Saturday,2017-03-04,18:00:00,124,20:04:00,0,19523,Detroit Pistons,106,136,-30,0,0,2016,23,39,-1,0,0,0
63,Monday,2017-03-06,19:00:00,126,21:06:00,0,18351,Milwaukee Bucks,98,112,-14,0,0,2016,23,40,-2,0,0,0
64,Thursday,2017-03-09,22:00:00,157,00:37:00,1,19240,Portland Trail Blazers,108,114,-6,0,1,2016,23,41,-3,0,0,0
65,Saturday,2017-03-11,15:30:00,134,17:44:00,1,19060,Los Angeles Clippers,100,112,-12,0,0,2016,23,42,-4,0,0,0
66,Sunday,2017-03-12,21:30:00,147,23:57:00,1,18997,Los Angeles Lakers,118,116,2,1,0,2016,24,42,1,0,0,0
67,Tuesday,2017-03-14,22:30:00,144,00:54:00,1,19596,Golden State Warriors,104,106,-2,0,0,2016,24,43,-1,0,0,0
68,Friday,2017-03-17,19:00:00,138,21:18:00,0,17642,Dallas Mavericks,116,74,42,1,0,2016,25,43,1,0,0,0
69,Sunday,2017-03-19,13:00:00,137,15:17:00,0,19446,Boston Celtics,105,99,6,1,0,2016,26,43,2,1,1,0
70,Monday,2017-03-20,19:00:00,168,21:48:00,1,16236,Orlando Magic,109,112,-3,0,1,2016,26,44,-1,0,0,0
71,Wednesday,2017-03-22,20:00:00,126,22:06:00,1,18203,Oklahoma City Thunder,97,122,-25,0,0,2016,26,45,-2,0,0,0
72,Friday,2017-03-24,20:00:00,133,22:13:00,1,21558,Chicago Bulls,117,107,10,1,0,2016,27,45,1,0,0,0
73,Sunday,2017-03-26,18:00:00,130,20:10:00,1,16467,Indiana Pacers,94,107,-13,0,0,2016,27,46,-1,0,0,0
74,Tuesday,2017-03-28,19:30:00,136,21:46:00,1,15471,Brooklyn Nets,106,101,5,1,0,2016,28,46,1,0,0,0
75,Wednesday,2017-03-29,19:00:00,137,21:17:00,0,15212,Atlanta Hawks,92,99,-7,0,0,2016,28,47,-1,0,0,0
76,Friday,2017-03-31,19:30:00,126,21:36:00,1,20562,Cleveland Cavaliers,105,122,-17,0,0,2016,28,48,-2,0,0,0
77,Sunday,2017-04-02,18:00:00,130,20:10:00,1,19800,Toronto Raptors,105,113,-8,0,0,2016,28,49,-3,0,0,0
78,Tuesday,2017-04-04,19:00:00,133,21:13:00,0,14580,Brooklyn Nets,118,141,-23,0,0,2016,28,50,-4,0,0,0
79,Thursday,2017-04-06,19:00:00,123,21:03:00,0,15177,Chicago Bulls,90,102,-12,0,0,2016,28,51,-5,0,0,0
80,Saturday,2017-04-08,19:00:00,127,21:07:00,0,16301,Milwaukee Bucks,82,90,-8,0,0,2016,28,52,-6,0,0,0
81,Monday,2017-04-10,19:00:00,139,21:19:00,0,14622,Indiana Pacers,111,120,-9,0,0,2016,28,53,-7,0,0,0
82,Wednesday,2017-04-12,20:00:00,132,22:12:00,1,19812,New York Knicks,113,114,-1,0,0,2016,28,54,-8,1,0,1
1,Wednesday,2017-10-18,19:00:00,145,21:25:00,1,20356,Washington Wizards,115,120,-5,0,0,2017,0,1,-1,0,0,0
2,Friday,2017-10-20,19:00:00,137,21:17:00,0,20816,Boston Celtics,92,102,-10,0,0,2017,0,2,-1,1,1,0
3,Saturday,2017-10-21,19:30:00,138,21:48:00,1,19800,Toronto Raptors,94,128,-34,0,0,2017,0,3,-2,0,0,0
4,Monday,2017-10-23,19:00:00,134,21:14:00,1,13709,Detroit Pistons,97,86,11,1,0,2017,1,3,1,0,0,0
5,Wednesday,2017-10-25,19:00:00,129,21:09:00,0,20682,Houston Rockets,104,105,-1,0,0,2017,1,4,-1,0,0,0
6,Saturday,2017-10-28,20:30:00,129,22:39:00,1,19567,Dallas Mavericks,112,110,2,1,0,2017,2,4,1,0,0,0
7,Monday,2017-10-30,20:00:00,141,22:21:00,1,16714,Houston Rockets,115,107,8,1,0,2017,3,4,2,0,0,0
8,Wednesday,2017-11-01,19:00:00,140,21:20:00,0,20549,Atlanta Hawks,119,109,10,1,0,2017,4,4,3,0,0,0
9,Friday,2017-11-03,19:00:00,137,21:17:00,0,20668,Indiana Pacers,121,110,11,1,0,2017,5,4,4,0,0,0
10,Tuesday,2017-11-07,21:00:00,148,23:28:00,1,16063,Utah Jazz,104,97,7,1,0,2017,6,4,5,0,0,0
11,Thursday,2017-11-09,22:00:00,137,00:17:00,1,17583,Sacramento Kings,108,109,-1,0,0,2017,6,5,-1,0,0,0
12,Saturday,2017-11-11,20:30:00,134,22:44:00,1,19596,Golden State Warriors,114,135,-21,0,0,2017,6,6,-2,0,0,0
13,Monday,2017-11-13,22:30:00,147,00:57:00,1,19068,Los Angeles Clippers,109,105,4,1,0,2017,7,6,1,0,0,0
14,Wednesday,2017-11-15,22:30:00,139,00:49:00,1,18997,Los Angeles Lakers,115,109,6,1,0,2017,8,6,2,0,0,0
15,Saturday,2017-11-18,19:30:00,134,21:44:00,0,20848,Golden State Warriors,116,124,-8,0,0,2017,8,7,-1,0,0,0
16,Monday,2017-11-20,19:00:00,132,21:12:00,0,20587,Utah Jazz,107,86,21,1,0,2017,9,7,1,0,0,0
17,Wednesday,2017-11-22,19:00:00,135,21:15:00,0,20605,Portland Trail Blazers,101,81,20,1,0,2017,10,7,2,0,0,0
18,Saturday,2017-11-25,19:00:00,129,21:09:00,0,20585,Orlando Magic,130,111,19,1,0,2017,11,7,3,0,0,0
19,Monday,2017-11-27,19:00:00,127,21:07:00,0,20527,Cleveland Cavaliers,91,113,-22,0,0,2017,11,8,-1,0,0,0
20,Wednesday,2017-11-29,19:00:00,155,21:35:00,0,20492,Washington Wizards,118,113,5,1,0,2017,12,8,1,0,0,0
21,Thursday,2017-11-30,19:30:00,133,21:43:00,1,18624,Boston Celtics,97,108,-11,0,0,2017,12,9,-1,1,1,0
22,Saturday,2017-12-02,19:30:00,146,21:56:00,0,20562,Detroit Pistons,108,103,5,1,0,2017,13,9,1,0,0,0
23,Monday,2017-12-04,19:00:00,127,21:07:00,0,20564,Phoenix Suns,101,115,-14,0,0,2017,13,10,-1,0,0,0
24,Thursday,2017-12-07,20:00:00,145,22:25:00,0,20495,Los Angeles Lakers,104,107,-3,0,0,2017,13,11,-2,0,0,0
25,Saturday,2017-12-09,20:00:00,133,22:13:00,1,20562,Cleveland Cavaliers,98,105,-7,0,0,2017,13,12,-3,0,0,0
26,Sunday,2017-12-10,19:00:00,143,21:23:00,1,16878,New Orleans Pelicans,124,131,-7,0,0,2017,13,13,-4,0,0,0
27,Tuesday,2017-12-12,21:30:00,158,00:08:00,1,14659,Minnesota Timberwolves,118,112,6,1,1,2017,14,13,1,0,0,0
28,Friday,2017-12-15,19:00:00,183,22:03:00,0,20612,Oklahoma City Thunder,117,119,-2,0,0,2017,14,14,-1,0,0,0
29,Monday,2017-12-18,20:00:00,130,22:10:00,1,20796,Chicago Bulls,115,117,-2,0,0,2017,14,15,-2,0,0,0
30,Tuesday,2017-12-19,19:00:00,143,21:23:00,0,20558,Sacramento Kings,95,101,-6,0,0,2017,14,16,-3,0,0,0
31,Thursday,2017-12-21,19:00:00,140,21:20:00,0,20680,Toronto Raptors,109,114,-5,0,0,2017,14,17,-4,0,0,0
32,Saturday,2017-12-23,17:00:00,137,19:17:00,1,19800,Toronto Raptors,86,102,-16,0,0,2017,14,18,-5,0,0,0
33,Monday,2017-12-25,12:00:00,147,14:27:00,1,19812,New York Knicks,105,98,7,1,0,2017,15,18,1,1,0,1
34,Thursday,2017-12-28,22:30:00,155,01:05:00,1,20104,Portland Trail Blazers,110,114,-4,0,0,2017,15,19,-1,0,0,0
35,Saturday,2017-12-30,21:00:00,138,23:18:00,1,19599,Denver Nuggets,107,102,5,1,0,2017,16,19,1,0,0,0
36,Sunday,2017-12-31,20:00:00,144,22:24:00,1,16983,Phoenix Suns,123,110,13,1,0,2017,17,19,2,0,0,0
37,Wednesday,2018-01-03,19:00:00,137,21:17:00,0,20642,San Antonio Spurs,112,106,6,1,0,2017,18,19,3,0,0,0
38,Friday,2018-01-05,19:00:00,120,21:00:00,0,20592,Detroit Pistons,114,78,36,1,0,2017,19,19,4,0,0,0
39,Thursday,2018-01-11,15:00:00,131,17:11:00,0,19078,Boston Celtics,103,114,-11,0,0,2017,19,20,-1,1,1,0
40,Monday,2018-01-15,13:00:00,155,15:35:00,0,20637,Toronto Raptors,117,111,6,1,0,2017,20,20,1,0,0,0
41,Thursday,2018-01-18,19:00:00,142,21:22:00,1,18624,Boston Celtics,89,80,9,1,0,2017,21,20,2,1,1,0
42,Saturday,2018-01-20,19:30:00,130,21:40:00,0,20826,Milwaukee Bucks,116,94,22,1,0,2017,22,20,3,0,0,0
43,Monday,2018-01-22,20:00:00,148,22:28:00,1,14288,Memphis Grizzlies,101,105,-4,0,0,2017,22,21,-1,0,0,0
44,Wednesday,2018-01-24,19:00:00,126,21:06:00,0,20547,Chicago Bulls,115,101,14,1,0,2017,23,21,1,0,0,0
45,Friday,2018-01-26,20:30:00,123,22:33:00,1,18418,San Antonio Spurs,97,78,19,1,0,2017,24,21,2,0,0,0
46,Sunday,2018-01-28,18:00:00,150,20:30:00,1,18202,Oklahoma City Thunder,112,122,-10,0,0,2017,24,22,-1,0,0,0
47,Monday,2018-01-29,20:00:00,129,22:09:00,1,14126,Milwaukee Bucks,95,107,-12,0,0,2017,24,23,-2,0,0,0
48,Wednesday,2018-01-31,19:30:00,133,21:43:00,1,15577,Brooklyn Nets,108,116,-8,0,0,2017,24,24,-3,0,0,0
49,Friday,2018-02-02,20:00:00,142,22:22:00,0,20636,Miami Heat,103,97,6,1,0,2017,25,24,1,0,0,0
50,Saturday,2018-02-03,19:00:00,136,21:16:00,1,17923,Indiana Pacers,92,100,-8,0,0,2017,25,25,-1,0,0,0
51,Tuesday,2018-02-06,20:00:00,133,22:13:00,0,20530,Washington Wizards,115,102,13,1,0,2017,26,25,1,0,0,0
52,Friday,2018-02-09,19:00:00,120,21:00:00,0,20489,New Orleans Pelicans,100,82,18,1,0,2017,27,25,2,0,0,0
53,Saturday,2018-02-10,19:00:00,127,21:07:00,0,20504,Los Angeles Clippers,112,98,14,1,0,2017,28,25,3,0,0,0
54,Monday,2018-02-12,19:00:00,138,21:18:00,0,20589,New York Knicks,108,92,16,1,0,2017,29,25,4,1,0,1
55,Wednesday,2018-02-14,19:00:00,145,21:25:00,0,20492,Miami Heat,104,102,2,1,0,2017,30,25,5,0,0,0
56,Thursday,2018-02-22,20:00:00,137,22:17:00,1,21312,Chicago Bulls,116,115,1,1,0,2017,31,25,6,0,0,0
57,Saturday,2018-02-24,17:00:00,126,19:06:00,0,20594,Orlando Magic,116,105,11,1,0,2017,32,25,7,0,0,0
58,Sunday,2018-02-25,20:00:00,139,22:19:00,1,17180,Washington Wizards,94,109,-15,0,0,2017,32,26,-1,0,0,0
59,Tuesday,2018-02-27,19:30:00,146,21:56:00,1,19600,Miami Heat,101,102,-1,0,0,2017,32,27,-2,0,0,0
60,Thursday,2018-03-01,20:00:00,143,22:23:00,1,20562,Cleveland Cavaliers,108,97,11,1,0,2017,33,27,1,0,0,0
61,Friday,2018-03-02,19:00:00,135,21:15:00,0,20487,Charlotte Hornets,110,99,11,1,0,2017,34,27,2,0,0,0
62,Sunday,2018-03-04,20:00:00,147,22:27:00,1,15587,Milwaukee Bucks,110,118,-8,0,0,2017,34,28,-1,0,0,0
63,Tuesday,2018-03-06,19:00:00,131,21:11:00,1,15600,Charlotte Hornets,128,114,14,1,0,2017,35,28,1,0,0,0
64,Thursday,2018-03-08,19:30:00,134,21:44:00,1,19600,Miami Heat,99,108,-9,0,0,2017,35,29,-1,0,0,0
65,Sunday,2018-03-11,19:30:00,127,21:37:00,1,16901,Brooklyn Nets,120,97,23,1,0,2017,36,29,1,0,0,0
66,Tuesday,2018-03-13,19:00:00,146,21:26:00,0,20531,Indiana Pacers,98,101,-3,0,0,2017,36,30,-1,0,0,0
67,Thursday,2018-03-15,19:30:00,135,21:45:00,1,18894,New York Knicks,118,110,8,1,0,2017,37,30,1,1,0,1
68,Friday,2018-03-16,19:00:00,141,21:21:00,0,20666,Brooklyn Nets,120,116,4,1,0,2017,38,30,2,0,0,0
69,Monday,2018-03-19,19:00:00,126,21:06:00,0,20530,Charlotte Hornets,108,94,14,1,0,2017,39,30,3,0,0,0
70,Wednesday,2018-03-21,19:00:00,128,21:08:00,0,10411,Memphis Grizzlies,119,105,14,1,0,2017,40,30,4,0,0,0
71,Thursday,2018-03-22,19:00:00,125,21:05:00,1,17881,Orlando Magic,118,98,20,1,0,2017,41,30,5,0,0,0
72,Saturday,2018-03-24,18:00:00,144,20:24:00,0,20668,Minnesota Timberwolves,120,108,12,1,0,2017,42,30,6,0,0,0
73,Monday,2018-03-26,19:00:00,138,21:18:00,0,20585,Denver Nuggets,123,104,19,1,0,2017,43,30,7,0,0,0
74,Wednesday,2018-03-28,19:00:00,139,21:19:00,0,20655,New York Knicks,118,101,17,1,0,2017,44,30,8,1,0,1
75,Friday,2018-03-30,19:30:00,125,21:35:00,1,16579,Atlanta Hawks,101,91,10,1,0,2017,45,30,9,0,0,0
76,Sunday,2018-04-01,13:00:00,132,15:12:00,1,17005,Charlotte Hornets,119,102,17,1,0,2017,46,30,10,0,0,0
77,Tuesday,2018-04-03,19:00:00,129,21:09:00,0,20710,Brooklyn Nets,121,95,26,1,0,2017,47,30,11,0,0,0
78,Wednesday,2018-04-04,19:00:00,131,21:11:00,1,18395,Detroit Pistons,115,108,7,1,0,2017,48,30,12,0,0,0
79,Friday,2018-04-06,19:00:00,146,21:26:00,0,20769,Cleveland Cavaliers,132,130,2,1,0,2017,49,30,13,0,0,0
80,Sunday,2018-04-08,13:00:00,122,15:02:00,0,20846,Dallas Mavericks,109,97,12,1,0,2017,50,30,14,0,0,0
81,Tuesday,2018-04-10,19:30:00,140,21:50:00,1,15673,Atlanta Hawks,121,113,8,1,0,2017,51,30,15,0,0,0
82,Wednesday,2018-04-11,20:00:00,127,22:07:00,0,20659,Milwaukee Bucks,130,95,35,1,0,2017,52,30,16,0,0,0
