Game,Day,Date,xStartTime,xLOG,xEndTime,Home,Attendance,Opp,TeamScore,OppScore,PointDiff,Win,OT,SO,Season,Wins,Losses,Streak,Rivalry,Penguins,Rangers,Devils,RegularSeason,ConfQF
47,Wednesday,2016-01-27,19:00:00,158,21:38:00,1,18506,Washington Capitals,4,3,1,1,1,0,2015,21,18,1,0,0,0,0,1,0
48,Tuesday,2016-02-02,19:00:00,151,21:31:00,0,19031,Montreal Canadiens,4,2,2,1,0,0,2015,22,18,2,0,0,0,0,1,0
49,Thursday,2016-02-04,19:00:00,147,21:27:00,1,17113,Nashville Predators,6,3,3,1,0,0,2015,23,18,3,0,0,0,0,1,0
50,Saturday,2016-02-06,17:00:00,155,19:35:00,0,19819,New York Rangers,2,3,-1,0,1,1,2015,23,18,-1,1,0,1,0,1,0
51,Sunday,2016-02-07,17:00:00,156,19:36:00,1,18506,Washington Capitals,2,3,-1,0,0,0,2015,23,19,-1,0,0,0,0,1,0
52,Tuesday,2016-02-09,19:00:00,157,21:37:00,0,18717,Anaheim Ducks,1,4,-3,0,0,0,2015,23,20,-2,0,0,0,0,1,0
53,Thursday,2016-02-11,19:00:00,144,21:24:00,0,19019,Buffalo Sabres,5,1,4,1,0,0,2015,24,20,1,0,0,0,0,1,0
54,Saturday,2016-02-13,17:00:00,151,19:31:00,0,19775,New Jersey Devils,1,2,-1,0,1,0,2015,24,20,-1,1,0,0,1,1,0
55,Sunday,2016-02-14,17:00:00,156,19:36:00,1,18006,New York Rangers,1,3,-2,0,0,0,2015,24,21,-1,1,0,1,0,1,0
56,Tuesday,2016-02-16,19:00:00,159,21:39:00,1,15482,New Jersey Devils,6,3,3,1,0,0,2015,25,21,1,1,0,0,1,1,0
57,Friday,2016-02-19,19:00:00,170,21:50:00,1,21288,Montreal Canadiens,2,3,-1,0,1,1,2015,25,21,-1,0,0,0,0,1,0
58,Saturday,2016-02-20,17:00:00,167,19:47:00,1,19060,Toronto Maple Leafs,5,4,1,1,1,0,2015,26,21,1,0,0,0,0,1,0
59,Tuesday,2016-02-23,19:00:00,143,21:23:00,1,10896,Carolina Hurricanes,1,3,-2,0,0,0,2015,26,22,-1,0,0,0,0,1,0
60,Thursday,2016-02-25,19:00:00,149,21:29:00,0,18631,Minnesota Wild,3,2,1,1,0,0,2015,27,22,1,0,0,0,0,1,0
61,Saturday,2016-02-27,17:00:00,150,19:30:00,0,19773,Arizona Coyotes,4,2,2,1,0,0,2015,28,22,2,0,0,0,0,1,0
62,Monday,2016-02-29,19:00:00,157,21:37:00,0,19065,Calgary Flames,5,3,2,1,0,0,2015,29,22,3,0,0,0,0,1,0
63,Thursday,2016-03-03,19:00:00,152,21:32:00,0,18636,Edmonton Oilers,0,4,-4,0,0,0,2015,29,23,-1,0,0,0,0,1,0
64,Saturday,2016-03-05,17:00:00,143,19:23:00,0,19645,Columbus Blue Jackets,6,0,6,1,0,0,2015,30,23,1,0,0,0,0,1,0
65,Monday,2016-03-07,19:00:00,150,21:30:00,0,17906,Tampa Bay Lightning,4,2,2,1,0,0,2015,31,23,2,0,0,0,0,1,0
66,Friday,2016-03-11,19:00:00,140,21:20:00,1,19092,Tampa Bay Lightning,3,1,2,1,0,0,2015,32,23,3,0,0,0,0,1,0
67,Saturday,2016-03-12,17:00:00,170,19:50:00,1,19404,Florida Panthers,4,5,-1,0,1,1,2015,32,23,-1,0,0,0,0,1,0
68,Tuesday,2016-03-15,19:00:00,163,21:43:00,0,19806,Detroit Red Wings,4,3,1,1,0,0,2015,33,23,1,0,0,0,0,1,0
69,Wednesday,2016-03-16,19:00:00,140,21:20:00,1,22113,Chicago Blackhawks,3,2,1,1,0,0,2015,34,23,2,0,0,0,0,1,0
70,Saturday,2016-03-19,17:00:00,159,19:39:00,0,19967,Pittsburgh Penguins,1,4,-3,0,0,0,2015,34,24,-1,1,1,0,0,1,0
71,Monday,2016-03-21,19:00:00,143,21:23:00,1,14329,New York Islanders,4,1,3,1,0,0,2015,35,24,1,0,0,0,0,1,0
72,Tuesday,2016-03-22,19:00:00,177,21:57:00,1,16230,Columbus Blue Jackets,2,3,-1,0,1,1,2015,35,24,-1,0,0,0,0,1,0
73,Thursday,2016-03-24,19:00:00,148,21:28:00,1,18087,Colorado Avalanche,4,2,2,1,0,0,2015,36,24,1,0,0,0,0,1,0
74,Saturday,2016-03-26,17:00:00,164,19:44:00,1,16002,Arizona Coyotes,1,2,-1,0,0,0,2015,36,25,-1,0,0,0,0,1,0
75,Monday,2016-03-28,19:00:00,156,21:36:00,0,19100,Winnipeg Jets,3,2,1,1,1,0,2015,37,25,1,0,0,0,0,1,0
76,Wednesday,2016-03-30,19:00:00,170,21:50:00,0,19850,Washington Capitals,2,1,1,1,1,1,2015,38,25,2,0,0,0,0,1,0
77,Saturday,2016-04-02,17:00:00,143,19:23:00,0,19578,Ottawa Senators,3,2,1,1,0,0,2015,39,25,3,0,0,0,0,1,0
78,Sunday,2016-04-03,17:00:00,157,19:37:00,1,18673,Pittsburgh Penguins,2,6,-4,0,0,0,2015,39,26,-1,1,1,0,0,1,0
79,Wednesday,2016-04-06,19:00:00,164,21:44:00,1,20027,Detroit Red Wings,0,3,-3,0,0,0,2015,39,27,-2,0,0,0,0,1,0
80,Thursday,2016-04-07,19:00:00,162,21:42:00,0,19674,Toronto Maple Leafs,3,4,-1,0,1,0,2015,39,27,-1,0,0,0,0,1,0
81,Saturday,2016-04-09,17:00:00,155,19:35:00,0,19919,Pittsburgh Penguins,3,1,2,1,0,0,2015,40,27,1,1,1,0,0,1,0
82,Sunday,2016-04-10,17:00:00,138,19:18:00,1,14244,New York Islanders,5,2,3,1,0,0,2015,41,27,2,0,0,0,0,1,0
1,Thursday,2016-04-14,19:00:00,157,21:37:00,1,18506,Washington Capitals,0,2,-2,0,0,0,2015,0,1,-1,0,0,0,0,0,1
2,Saturday,2016-04-16,17:00:00,159,19:39:00,1,18506,Washington Capitals,1,4,-3,0,0,0,2015,0,2,-1,0,0,0,0,0,1
3,Monday,2016-04-18,19:00:00,157,21:37:00,0,19678,Washington Capitals,1,6,-5,0,0,0,2015,0,3,-2,0,0,0,0,0,1
4,Wednesday,2016-04-20,19:00:00,161,21:41:00,0,19692,Washington Capitals,2,1,1,1,0,0,2015,1,3,1,0,0,0,0,0,1
5,Friday,2016-04-22,19:00:00,165,21:45:00,1,18506,Washington Capitals,2,0,2,1,0,0,2015,2,3,2,0,0,0,0,0,1
6,Sunday,2016-04-24,17:00:00,150,19:30:00,0,19925,Washington Capitals,0,1,-1,0,0,0,2015,2,4,-1,0,0,0,0,0,1
1,Friday,2016-10-14,19:00:00,151,21:31:00,1,18453,Los Angeles Kings,4,2,2,1,0,0,2016,1,0,-1,0,0,0,0,1,0
2,Saturday,2016-10-15,17:00:00,159,19:39:00,1,17125,Arizona Coyotes,3,4,-1,0,1,0,2016,1,0,-1,0,0,0,0,1,0
3,Tuesday,2016-10-18,19:00:00,146,21:26:00,1,21263,Chicago Blackhawks,4,7,-3,0,0,0,2016,1,1,-1,0,0,0,0,1,0
4,Thursday,2016-10-20,19:00:00,143,21:23:00,0,19982,Anaheim Ducks,2,3,-1,0,0,0,2016,1,2,-2,0,0,0,0,1,0
5,Saturday,2016-10-22,17:00:00,156,19:36:00,0,19668,Carolina Hurricanes,6,3,3,1,0,0,2016,2,2,1,0,0,0,0,1,0
6,Monday,2016-10-24,19:00:00,147,21:27:00,1,21288,Montreal Canadiens,1,3,-2,0,0,0,2016,2,3,-1,0,0,0,0,1,0
7,Tuesday,2016-10-25,19:00:00,170,21:50:00,0,19209,Buffalo Sabres,4,3,1,1,1,1,2016,3,3,1,0,0,0,0,1,0
8,Thursday,2016-10-27,19:00:00,159,21:39:00,0,19432,Arizona Coyotes,4,5,-1,0,0,0,2016,3,4,-1,0,0,0,0,1,0
9,Saturday,2016-10-29,17:00:00,161,19:41:00,0,19927,Pittsburgh Penguins,4,5,-1,0,0,0,2016,3,5,-2,1,1,0,0,1,0
10,Sunday,2016-10-30,17:00:00,148,19:28:00,1,10353,Carolina Hurricanes,4,3,1,1,0,0,2016,4,5,1,0,0,0,0,1,0
11,Wednesday,2016-11-02,19:00:00,152,21:32:00,0,19309,Detroit Red Wings,4,3,1,1,1,0,2016,5,5,2,0,0,0,0,1,0
12,Thursday,2016-11-03,19:00:00,170,21:50:00,1,11119,New York Islanders,3,2,1,1,1,1,2016,6,5,3,0,0,0,0,1,0
13,Saturday,2016-11-05,17:00:00,152,19:32:00,1,21288,Montreal Canadiens,4,5,-1,0,0,0,2016,6,6,-1,0,0,0,0,1,0
14,Tuesday,2016-11-08,19:00:00,155,21:35:00,0,19598,Detroit Red Wings,2,3,-1,0,1,1,2016,6,6,-1,0,0,0,0,1,0
15,Friday,2016-11-11,19:00:00,145,21:25:00,1,19189,Toronto Maple Leafs,3,6,-3,0,0,0,2016,6,7,-1,0,0,0,0,1,0
16,Saturday,2016-11-12,17:00:00,150,19:30:00,0,19591,Minnesota Wild,3,2,1,1,0,0,2016,7,7,1,0,0,0,0,1,0
17,Tuesday,2016-11-15,19:00:00,169,21:49:00,0,19358,Ottawa Senators,2,3,-1,0,1,1,2016,7,7,-1,0,0,0,0,1,0
18,Thursday,2016-11-17,19:00:00,146,21:26:00,0,19432,Winnipeg Jets,5,2,3,1,0,0,2016,8,7,1,0,0,0,0,1,0
19,Saturday,2016-11-19,17:00:00,145,19:25:00,0,19732,Tampa Bay Lightning,0,3,-3,0,0,0,2016,8,8,-1,0,0,0,0,1,0
20,Tuesday,2016-11-22,19:00:00,148,21:28:00,1,15515,Florida Panthers,3,1,2,1,0,0,2016,9,8,1,0,0,0,0,1,0
21,Wednesday,2016-11-23,19:00:00,161,21:41:00,1,19092,Tampa Bay Lightning,2,4,-2,0,0,0,2016,9,9,-1,0,0,0,0,1,0
22,Friday,2016-11-25,19:00:00,153,21:33:00,0,19981,New York Rangers,2,3,-1,0,0,0,2016,9,10,-2,1,0,1,0,1,0
23,Sunday,2016-11-27,17:00:00,158,19:38:00,0,19408,Calgary Flames,5,3,2,1,0,0,2016,10,10,1,0,0,0,0,1,0
24,Tuesday,2016-11-29,19:00:00,177,21:57:00,0,19558,Boston Bruins,3,2,1,1,1,1,2016,11,10,2,0,0,0,0,1,0
25,Thursday,2016-12-01,19:00:00,159,21:39:00,1,14334,Ottawa Senators,3,2,1,1,1,0,2016,12,10,3,0,0,0,0,1,0
26,Saturday,2016-12-03,17:00:00,147,19:27:00,0,19487,Chicago Blackhawks,3,1,2,1,0,0,2016,13,10,4,0,0,0,0,1,0
27,Sunday,2016-12-04,17:00:00,154,19:34:00,1,17113,Nashville Predators,4,2,2,1,0,0,2016,14,10,5,0,0,0,0,1,0
28,Tuesday,2016-12-06,19:00:00,161,21:41:00,0,18999,Florida Panthers,3,2,1,1,1,0,2016,15,10,6,0,0,0,0,1,0
29,Thursday,2016-12-08,19:00:00,155,21:35:00,0,19346,Edmonton Oilers,6,5,1,1,0,0,2016,16,10,7,0,0,0,0,1,0
30,Saturday,2016-12-10,17:00:00,164,19:44:00,0,19594,Dallas Stars,4,2,2,1,0,0,2016,17,10,8,0,0,0,0,1,0
31,Sunday,2016-12-11,17:00:00,161,19:41:00,1,20027,Detroit Red Wings,1,0,1,1,1,0,2016,18,10,9,0,0,0,0,1,0
32,Wednesday,2016-12-14,19:00:00,153,21:33:00,1,14456,Colorado Avalanche,4,3,1,1,0,0,2016,19,10,10,0,0,0,0,1,0
33,Saturday,2016-12-17,17:00:00,142,19:22:00,1,18243,Dallas Stars,1,3,-2,0,0,0,2016,19,11,-1,0,0,0,0,1,0
34,Monday,2016-12-19,19:00:00,156,21:36:00,0,19660,Nashville Predators,1,2,-1,0,1,1,2016,19,11,-1,0,0,0,0,1,0
35,Wednesday,2016-12-21,19:00:00,161,21:41:00,0,20011,Washington Capitals,3,2,1,1,1,1,2016,20,11,1,0,0,0,0,1,0
36,Thursday,2016-12-22,19:00:00,162,21:42:00,1,16514,New Jersey Devils,0,4,-4,0,0,0,2016,20,12,-1,1,0,0,1,1,0
37,Wednesday,2016-12-28,19:00:00,170,21:50:00,1,19409,St. Louis Blues,3,6,-3,0,0,0,2016,20,13,-2,0,0,0,0,1,0
38,Friday,2016-12-30,19:00:00,150,21:30:00,1,17562,San Jose Sharks,0,2,-2,0,0,0,2016,20,14,-3,0,0,0,0,1,0
39,Sunday,2017-01-01,17:00:00,171,19:51:00,1,17174,Anaheim Ducks,3,4,-1,0,1,1,2016,20,14,-1,0,0,0,0,1,0
40,Wednesday,2017-01-04,19:00:00,144,21:24:00,0,19858,New York Rangers,2,5,-3,0,0,0,2016,20,15,-1,1,0,1,0,1,0
41,Saturday,2017-01-07,17:00:00,148,19:28:00,0,19810,Tampa Bay Lightning,4,2,2,1,0,0,2016,21,15,1,0,0,0,0,1,0
42,Sunday,2017-01-08,17:00:00,154,19:34:00,1,17962,Columbus Blue Jackets,1,2,-1,0,1,0,2016,21,15,-1,0,0,0,0,1,0
43,Tuesday,2017-01-10,19:00:00,150,21:30:00,1,18920,Buffalo Sabres,1,4,-3,0,0,0,2016,21,16,-1,0,0,0,0,1,0
44,Thursday,2017-01-12,19:00:00,172,21:52:00,0,19757,Vancouver Canucks,5,4,1,1,1,1,2016,22,16,1,0,0,0,0,1,0
45,Saturday,2017-01-14,17:00:00,153,19:33:00,1,17565,Boston Bruins,3,6,-3,0,0,0,2016,22,17,-1,0,0,0,0,1,0
46,Sunday,2017-01-15,17:00:00,135,19:15:00,1,18506,Washington Capitals,0,5,-5,0,0,0,2016,22,18,-2,0,0,0,0,1,0
47,Saturday,2017-01-21,17:00:00,159,19:39:00,0,19932,New Jersey Devils,1,4,-3,0,0,0,2016,22,19,-3,1,0,0,1,1,0
48,Sunday,2017-01-22,17:00:00,159,19:39:00,1,13146,New York Islanders,3,2,1,1,1,0,2016,23,19,1,0,0,0,0,1,0
49,Wednesday,2017-01-25,19:00:00,137,21:17:00,1,18006,New York Rangers,2,0,2,1,0,0,2016,24,19,2,1,0,1,0,1,0
50,Thursday,2017-01-26,19:00:00,148,21:28:00,0,19723,Toronto Maple Leafs,2,1,1,1,0,0,2016,25,19,3,0,0,0,0,1,0
51,Tuesday,2017-01-31,19:00:00,158,21:38:00,1,13577,Carolina Hurricanes,1,5,-4,0,0,0,2016,25,20,-1,0,0,0,0,1,0
52,Thursday,2017-02-02,19:00:00,142,21:22:00,0,19768,Montreal Canadiens,3,1,2,1,0,0,2016,26,20,1,0,0,0,0,1,0
53,Saturday,2017-02-04,17:00:00,149,19:29:00,0,19833,Los Angeles Kings,0,1,-1,0,1,0,2016,26,20,-1,0,0,0,0,1,0
54,Monday,2017-02-06,19:00:00,149,21:29:00,0,19589,St. Louis Blues,0,2,-2,0,0,0,2016,26,21,-1,0,0,0,0,1,0
55,Thursday,2017-02-09,19:00:00,139,21:19:00,0,19737,New York Islanders,1,3,-2,0,0,0,2016,26,22,-2,0,0,0,0,1,0
56,Saturday,2017-02-11,17:00:00,156,19:36:00,0,19910,San Jose Sharks,2,1,1,1,1,0,2016,27,22,1,0,0,0,0,1,0
57,Wednesday,2017-02-15,19:00:00,156,21:36:00,1,18815,Calgary Flames,1,3,-2,0,0,0,2016,27,23,-1,0,0,0,0,1,0
58,Thursday,2017-02-16,19:00:00,162,21:42:00,1,18347,Edmonton Oilers,3,6,-3,0,0,0,2016,27,24,-2,0,0,0,0,1,0
59,Sunday,2017-02-19,17:00:00,148,19:28:00,1,18865,Vancouver Canucks,3,2,1,1,0,0,2016,28,24,1,0,0,0,0,1,0
60,Wednesday,2017-02-22,19:00:00,159,21:39:00,0,19849,Washington Capitals,1,4,-3,0,0,0,2016,28,25,-1,0,0,0,0,1,0
61,Saturday,2017-02-25,17:00:00,159,19:39:00,1,67318,Pittsburgh Penguins,2,4,-2,0,0,0,2016,28,26,-2,1,1,0,0,1,0
62,Tuesday,2017-02-28,19:00:00,144,21:24:00,0,19564,Colorado Avalanche,4,0,4,1,0,0,2016,29,26,1,0,0,0,0,1,0
63,Thursday,2017-03-02,19:00:00,161,21:41:00,0,19650,Florida Panthers,2,1,1,1,1,1,2016,30,26,2,0,0,0,0,1,0
64,Saturday,2017-03-04,17:00:00,153,19:33:00,1,18506,Washington Capitals,1,2,-1,0,1,0,2016,30,26,-1,0,0,0,0,1,0
65,Tuesday,2017-03-07,19:00:00,149,21:29:00,1,18233,Buffalo Sabres,6,3,3,1,0,0,2016,31,26,1,0,0,0,0,1,0
66,Thursday,2017-03-09,19:00:00,156,21:36:00,1,18894,Toronto Maple Leafs,2,4,-2,0,0,0,2016,31,27,-1,0,0,0,0,1,0
67,Saturday,2017-03-11,17:00:00,159,19:39:00,1,17565,Boston Bruins,1,2,-1,0,0,0,2016,31,28,-2,0,0,0,0,1,0
68,Monday,2017-03-13,19:00:00,159,21:39:00,0,19447,Columbus Blue Jackets,3,5,-2,0,0,0,2016,31,29,-3,0,0,0,0,1,0
69,Wednesday,2017-03-15,19:00:00,143,21:23:00,0,19514,Pittsburgh Penguins,4,0,4,1,0,0,2016,32,29,1,1,1,0,0,1,0
70,Thursday,2017-03-16,19:00:00,146,21:26:00,1,13718,New Jersey Devils,2,6,-4,0,0,0,2016,32,30,-1,1,0,0,1,1,0
71,Sunday,2017-03-19,17:00:00,150,19:30:00,0,19517,Carolina Hurricanes,4,3,1,1,1,0,2016,33,30,1,0,0,0,0,1,0
72,Tuesday,2017-03-21,19:00:00,153,21:33:00,1,15294,Winnipeg Jets,2,3,-1,0,0,0,2016,33,31,-1,0,0,0,0,1,0
73,Thursday,2017-03-23,19:00:00,144,21:24:00,1,19004,Minnesota Wild,3,1,2,1,0,0,2016,34,31,1,0,0,0,0,1,0
74,Saturday,2017-03-25,17:00:00,148,19:28:00,1,19052,Columbus Blue Jackets,0,1,-1,0,0,0,2016,34,32,-1,0,0,0,0,1,0
75,Sunday,2017-03-26,17:00:00,149,19:29:00,1,18654,Pittsburgh Penguins,6,2,4,1,0,0,2016,35,32,1,1,1,0,0,1,0
76,Tuesday,2017-03-28,19:00:00,162,21:42:00,0,19706,Ottawa Senators,3,2,1,1,1,1,2016,36,32,2,0,0,0,0,1,0
77,Thursday,2017-03-30,19:00:00,165,21:45:00,0,19703,New York Islanders,6,3,3,1,0,0,2016,37,32,3,0,0,0,0,1,0
78,Saturday,2017-04-01,17:00:00,165,19:45:00,0,19911,New Jersey Devils,3,0,3,1,0,0,2016,38,32,4,1,0,0,1,1,0
79,Sunday,2017-04-02,17:00:00,142,19:22:00,1,18006,New York Rangers,3,4,-1,0,0,0,2016,38,33,-1,1,0,1,0,1,0
80,Tuesday,2017-04-04,19:00:00,147,21:27:00,1,13861,New Jersey Devils,0,1,-1,0,1,0,2016,38,33,-1,1,0,0,1,1,0
81,Saturday,2017-04-08,17:00:00,138,19:18:00,0,19789,Columbus Blue Jackets,4,2,2,1,0,0,2016,39,33,1,0,0,0,0,1,0
82,Sunday,2017-04-09,17:00:00,149,19:29:00,0,19559,Carolina Hurricanes,3,4,-1,0,1,1,2016,39,33,-1,0,0,0,0,1,0
1,Wednesday,2017-10-04,19:00:00,147,21:27:00,1,17562,San Jose Sharks,5,3,2,1,0,0,2017,1,0,-1,0,0,0,0,1,0
2,Thursday,2017-10-05,19:00:00,157,21:37:00,1,18230,Los Angeles Kings,0,2,-2,0,0,0,2017,1,1,-1,0,0,0,0,1,0
3,Saturday,2017-10-07,17:00:00,150,19:30:00,1,16032,Anaheim Ducks,3,2,1,1,1,0,2017,2,1,1,0,0,0,0,1,0
4,Tuesday,2017-10-10,19:00:00,160,21:40:00,1,17194,Nashville Predators,5,6,-1,0,0,0,2017,2,2,-1,0,0,0,0,1,0
5,Saturday,2017-10-14,17:00:00,152,19:32:00,0,19817,Washington Capitals,8,2,6,1,0,0,2017,3,2,1,0,0,0,0,1,0
6,Tuesday,2017-10-17,19:00:00,154,21:34:00,0,19145,Florida Panthers,5,1,4,1,0,0,2017,4,2,2,0,0,0,0,1,0
7,Thursday,2017-10-19,19:00:00,142,21:22:00,0,19396,Nashville Predators,0,1,-1,0,0,0,2017,4,3,-1,0,0,0,0,1,0
8,Saturday,2017-10-21,17:00:00,141,19:21:00,0,19510,Edmonton Oilers,2,1,1,1,0,0,2017,5,3,1,0,0,0,0,1,0
9,Tuesday,2017-10-24,19:00:00,150,21:30:00,0,18895,Anaheim Ducks,2,6,-4,0,0,0,2017,5,4,-1,0,0,0,0,1,0
10,Thursday,2017-10-26,19:00:00,159,21:39:00,1,14926,Ottawa Senators,4,5,-1,0,0,0,2017,5,5,-2,0,0,0,0,1,0
11,Saturday,2017-10-28,17:00:00,153,19:33:00,1,19317,Toronto Maple Leafs,4,2,2,1,0,0,2017,6,5,1,0,0,0,0,1,0
12,Monday,2017-10-30,19:00:00,164,21:44:00,0,18731,Arizona Coyotes,3,4,-1,0,1,0,2017,6,5,-1,0,0,0,0,1,0
13,Wednesday,2017-11-01,19:00:00,150,21:30:00,1,21524,Chicago Blackhawks,0,3,-3,0,0,0,2017,6,6,-1,0,0,0,0,1,0
14,Thursday,2017-11-02,19:00:00,149,21:29:00,1,17162,St. Louis Blues,2,0,2,1,0,0,2017,7,6,1,0,0,0,0,1,0
15,Saturday,2017-11-04,17:00:00,164,19:44:00,0,19616,Colorado Avalanche,4,5,-1,0,1,1,2017,7,6,-1,0,0,0,0,1,0
16,Thursday,2017-11-09,19:00:00,155,21:35:00,0,19738,Chicago Blackhawks,3,1,2,1,0,0,2017,8,6,1,0,0,0,0,1,0
17,Saturday,2017-11-11,17:00:00,145,19:25:00,0,19309,Minnesota Wild,0,1,-1,0,0,0,2017,8,7,-1,0,0,0,0,1,0
18,Tuesday,2017-11-14,19:00:00,140,21:20:00,1,18768,Minnesota Wild,0,3,-3,0,0,0,2017,8,8,-2,0,0,0,0,1,0
19,Thursday,2017-11-16,19:00:00,174,21:54:00,1,15321,Winnipeg Jets,2,3,-1,0,1,1,2017,8,8,-1,0,0,0,0,1,0
20,Saturday,2017-11-18,17:00:00,152,19:32:00,0,19210,Calgary Flames,4,5,-1,0,1,0,2017,8,8,-1,0,0,0,0,1,0
21,Tuesday,2017-11-21,19:00:00,152,21:32:00,0,19278,Vancouver Canucks,2,5,-3,0,0,0,2017,8,9,-1,0,0,0,0,1,0
22,Wednesday,2017-11-22,19:00:00,159,21:39:00,1,12462,New York Islanders,3,4,-1,0,1,0,2017,8,9,-1,0,0,0,0,1,0
23,Friday,2017-11-24,19:00:00,156,21:36:00,0,19643,New York Islanders,4,5,-1,0,1,0,2017,8,9,-1,0,0,0,0,1,0
24,Monday,2017-11-27,19:00:00,165,21:45:00,1,18505,Pittsburgh Penguins,4,5,-1,0,1,0,2017,8,9,-1,1,1,0,0,1,0
25,Tuesday,2017-11-28,19:00:00,142,21:22:00,0,18935,San Jose Sharks,1,3,-2,0,0,0,2017,8,10,-1,0,0,0,0,1,0
26,Saturday,2017-12-02,17:00:00,144,19:24:00,0,19274,Boston Bruins,0,3,-3,0,0,0,2017,8,11,-2,0,0,0,0,1,0
27,Monday,2017-12-04,19:00:00,149,21:29:00,1,18590,Calgary Flames,5,2,3,1,0,0,2017,9,11,1,0,0,0,0,1,0
28,Wednesday,2017-12-06,19:00:00,149,21:29:00,1,18347,Edmonton Oilers,4,2,2,1,0,0,2017,10,11,2,0,0,0,0,1,0
29,Thursday,2017-12-07,19:00:00,154,21:34:00,1,16515,Vancouver Canucks,4,1,3,1,0,0,2017,11,11,3,0,0,0,0,1,0
30,Tuesday,2017-12-12,19:00:00,143,21:23:00,0,19077,Toronto Maple Leafs,4,2,2,1,0,0,2017,12,11,4,0,0,0,0,1,0
31,Thursday,2017-12-14,19:00:00,143,21:23:00,0,19508,Buffalo Sabres,2,1,1,1,0,0,2017,13,11,5,0,0,0,0,1,0
32,Saturday,2017-12-16,17:00:00,152,19:32:00,0,19477,Dallas Stars,2,1,1,1,1,0,2017,14,11,6,0,0,0,0,1,0
33,Monday,2017-12-18,19:00:00,144,21:24:00,0,19617,Los Angeles Kings,1,4,-3,0,0,0,2017,14,12,-1,0,0,0,0,1,0
34,Wednesday,2017-12-20,19:00:00,157,21:37:00,0,19674,Detroit Red Wings,4,3,1,1,0,0,2017,15,12,1,0,0,0,0,1,0
35,Friday,2017-12-22,19:00:00,154,21:34:00,1,18222,Buffalo Sabres,2,4,-2,0,0,0,2017,15,13,-1,0,0,0,0,1,0
36,Saturday,2017-12-23,17:00:00,164,19:44:00,1,17812,Columbus Blue Jackets,1,2,-1,0,1,1,2017,15,13,-1,0,0,0,0,1,0
37,Thursday,2017-12-28,19:00:00,156,21:36:00,1,17083,Florida Panthers,2,3,-1,0,0,0,2017,15,14,-1,0,0,0,0,1,0
38,Friday,2017-12-29,19:00:00,156,21:36:00,1,19092,Tampa Bay Lightning,5,3,2,1,0,0,2017,16,14,1,0,0,0,0,1,0
39,Tuesday,2018-01-02,19:00:00,149,21:29:00,0,19558,Pittsburgh Penguins,1,5,-4,0,0,0,2017,16,15,-1,1,1,0,0,1,0
40,Thursday,2018-01-04,19:00:00,157,21:37:00,0,19358,New York Islanders,6,4,2,1,0,0,2017,17,15,1,0,0,0,0,1,0
41,Saturday,2018-01-06,17:00:00,147,19:27:00,0,19665,St. Louis Blues,6,3,3,1,0,0,2017,18,15,2,0,0,0,0,1,0
42,Sunday,2018-01-07,17:00:00,152,19:32:00,0,19662,Buffalo Sabres,4,1,3,1,0,0,2017,19,15,3,0,0,0,0,1,0
43,Saturday,2018-01-13,17:00:00,153,19:33:00,1,16514,New Jersey Devils,5,3,2,1,0,0,2017,20,15,4,1,0,0,1,1,0
44,Tuesday,2018-01-16,19:00:00,144,21:24:00,1,18006,New York Rangers,1,5,-4,0,0,0,2017,20,16,-1,1,0,1,0,1,0
45,Thursday,2018-01-18,19:00:00,153,21:33:00,0,19860,Toronto Maple Leafs,3,2,1,1,1,0,2017,21,16,1,0,0,0,0,1,0
46,Saturday,2018-01-20,17:00:00,144,19:24:00,0,19934,New Jersey Devils,3,1,2,1,0,0,2017,22,16,2,1,0,0,1,1,0
47,Sunday,2018-01-21,17:00:00,147,19:27:00,1,18506,Washington Capitals,2,1,1,1,1,0,2017,23,16,3,0,0,0,0,1,0
48,Tuesday,2018-01-23,19:00:00,150,21:30:00,1,19515,Detroit Red Wings,3,2,1,1,1,0,2017,24,16,4,0,0,0,0,1,0
49,Thursday,2018-01-25,19:00:00,149,21:29:00,0,19489,Tampa Bay Lightning,1,5,-4,0,0,0,2017,24,17,-1,0,0,0,0,1,0
50,Wednesday,2018-01-31,19:00:00,152,21:32:00,1,18506,Washington Capitals,3,5,-2,0,0,0,2017,24,18,-2,0,0,0,0,1,0
51,Thursday,2018-02-01,19:00:00,153,21:33:00,1,13906,New Jersey Devils,3,4,-1,0,0,0,2017,24,19,-3,1,0,0,1,1,0
52,Saturday,2018-02-03,17:00:00,169,19:49:00,0,19729,Ottawa Senators,3,4,-1,0,1,1,2017,24,19,-1,0,0,0,0,1,0
53,Tuesday,2018-02-06,19:00:00,146,21:26:00,1,11585,Carolina Hurricanes,2,1,1,1,1,0,2017,25,19,1,0,0,0,0,1,0
54,Thursday,2018-02-08,19:00:00,146,21:26:00,0,19655,Montreal Canadiens,5,3,2,1,0,0,2017,26,19,2,0,0,0,0,1,0
55,Saturday,2018-02-10,17:00:00,168,19:48:00,1,13004,Arizona Coyotes,4,3,1,1,1,1,2017,27,19,3,0,0,0,0,1,0
56,Sunday,2018-02-11,17:00:00,152,19:32:00,1,18220,Vegas Golden Knights,4,1,3,1,0,0,2017,28,19,4,0,0,0,0,1,0
