Game,Day,Date,StartTime,LOG,EndTime,DayGame,Rank,CLI,Home,Attendance,Opp,TeamScore,OppScore,PointDiff,Win,Walkoff,Season,Streak,Rivalry,Mets,Braves
46,Sunday,2015-05-24,13:35:00,165,16:20:00,1,4,0.68,1,41044,WSN,1,4,-3,0,0,2015,-1,0,0,0
47,Monday,2015-05-25,13:10:00,187,16:17:00,1,4,0.62,1,30946,NYM,3,6,-3,0,0,2015,-2,1,1,0
48,Tuesday,2015-05-26,19:10:00,197,22:27:00,0,4,0.5,1,21064,NYM,4,5,-1,0,1,2015,-3,1,1,0
49,Wednesday,2015-05-27,13:10:00,161,15:51:00,1,4,0.48,1,24406,NYM,0,7,-7,0,0,2015,-4,1,1,0
50,Friday,2015-05-29,19:05:00,152,21:37:00,0,5,0.31,0,22227,COL,1,4,-3,0,0,2015,-5,0,0,0
51,Saturday,2015-05-30,15:05:00,203,18:28:00,1,5,0.27,0,23510,COL,2,5,-3,0,0,2015,-6,0,0,0
52,Sunday,2015-05-31,13:35:00,176,16:31:00,1,5,0.24,0,22166,COL,1,4,-3,0,0,2015,-7,0,0,0
53,Tuesday,2015-06-02,19:05:00,172,21:57:00,0,5,0.21,0,20209,CIN,5,4,1,1,1,2015,1,0,0,0
54,Wednesday,2015-06-03,19:05:00,211,22:36:00,0,5,0.23,0,21253,CIN,5,4,1,1,1,2015,2,0,0,0
55,Thursday,2015-06-04,19:05:00,161,21:46:00,0,5,0.29,0,21057,CIN,4,6,-2,0,0,2015,-1,0,0,0
56,Friday,2015-06-05,19:05:00,178,22:03:00,0,5,0.26,0,20638,SFG,4,5,-1,0,0,2015,-2,0,0,0
57,Saturday,2015-06-06,15:05:00,173,17:58:00,1,5,0.22,0,29102,SFG,5,7,-2,0,0,2015,-3,0,0,0
58,Sunday,2015-06-07,13:35:00,187,16:42:00,1,5,0.19,0,24799,SFG,6,4,2,1,0,2015,1,0,0,0
59,Monday,2015-06-08,19:10:00,175,22:05:00,0,5,0.22,1,30900,CIN,4,6,-2,0,0,2015,-1,0,0,0
60,Tuesday,2015-06-09,19:10:00,170,22:00:00,0,5,0.2,1,27993,CIN,2,11,-9,0,0,2015,-2,0,0,0
61,Wednesday,2015-06-10,12:35:00,168,15:23:00,1,5,0.18,1,32994,CIN,2,5,-3,0,0,2015,-3,0,0,0
62,Friday,2015-06-12,19:05:00,274,23:39:00,0,5,0.14,1,33749,PIT,0,1,-1,0,1,2015,-4,0,0,0
63,Saturday,2015-06-13,16:05:00,185,19:10:00,1,5,0.13,1,37516,PIT,3,4,-1,0,0,2015,-5,0,0,0
64,Sunday,2015-06-14,13:35:00,184,16:39:00,1,5,0.11,1,34518,PIT,0,1,-1,0,1,2015,-6,0,0,0
65,Monday,2015-06-15,19:05:00,129,21:14:00,0,5,0.09,1,23730,BAL,0,4,-4,0,0,2015,-7,0,0,0
66,Tuesday,2015-06-16,19:05:00,191,22:16:00,0,5,0.06,1,26964,BAL,3,19,-16,0,0,2015,-8,0,0,0
67,Wednesday,2015-06-17,19:05:00,154,21:39:00,0,5,0.04,0,26162,BAL,4,6,-2,0,0,2015,-9,0,0,0
68,Thursday,2015-06-18,13:05:00,152,15:37:00,1,5,0.04,0,26220,BAL,2,1,1,1,0,2015,1,0,0,0
69,Friday,2015-06-19,19:05:00,214,22:39:00,0,5,0.05,0,21169,STL,4,12,-8,0,0,2015,-1,0,0,0
70,Saturday,2015-06-20,19:05:00,182,22:07:00,0,5,0.04,0,24256,STL,1,10,-9,0,0,2015,-2,0,0,0
71,Sunday,2015-06-21,13:35:00,149,16:04:00,1,5,0.03,0,30423,STL,9,2,7,1,0,2015,1,0,0,0
72,Monday,2015-06-22,19:05:00,213,22:38:00,0,5,0.03,1,36883,NYY,11,8,3,1,0,2015,2,0,0,0
73,Tuesday,2015-06-23,19:05:00,225,22:50:00,0,5,0.05,1,36198,NYY,11,6,5,1,0,2015,3,0,0,0
74,Wednesday,2015-06-24,13:05:00,190,16:15:00,1,5,0.06,1,45877,NYY,2,10,-8,0,0,2015,-1,0,0,0
75,Friday,2015-06-26,19:05:00,158,21:43:00,0,5,0.06,0,22292,WSN,2,5,-3,0,0,2015,-2,0,0,0
76,Sunday,2015-06-28,13:10:00,187,16:17:00,1,5,0.04,0,,WSN,2,3,-1,0,0,2015,-3,0,0,0
77,Sunday,2015-06-28,15:05:00,195,18:20:00,1,5,0.03,0,27126,WSN,8,5,3,1,0,2015,1,0,0,0
78,Monday,2015-06-29,19:05:00,202,22:27:00,0,5,0.02,0,18423,MIL,4,7,-3,0,0,2015,-1,0,0,0
79,Tuesday,2015-06-30,19:05:00,206,22:31:00,0,5,0.01,0,20564,MIL,3,4,-1,0,0,2015,-2,0,0,0
80,Wednesday,2015-07-01,19:05:00,178,22:03:00,0,5,0.02,0,27069,MIL,5,9,-4,0,0,2015,-3,0,0,0
81,Thursday,2015-07-02,18:35:00,237,22:32:00,0,5,0.01,0,30485,MIL,7,8,-1,0,0,2015,-4,0,0,0
82,Friday,2015-07-03,19:35:00,163,22:18:00,0,5,0.01,1,33090,ATL,1,2,-1,0,0,2015,-5,1,0,1
83,Saturday,2015-07-04,19:15:00,184,22:19:00,0,5,0.01,1,34401,ATL,5,9,-4,0,0,2015,-6,1,0,1
84,Sunday,2015-07-05,13:35:00,193,16:48:00,1,5,0.0,1,18763,ATL,4,0,4,1,0,2015,1,1,0,1
85,Monday,2015-07-06,22:10:00,253,02:23:00,0,5,0.01,1,45180,LAD,7,10,-3,0,0,2015,-1,0,0,0
86,Tuesday,2015-07-07,22:10:00,165,00:55:00,0,5,0.0,1,46614,LAD,7,2,5,1,0,2015,1,0,0,0
87,Wednesday,2015-07-08,22:10:00,161,00:51:00,0,5,0.0,1,45135,LAD,0,5,-5,0,0,2015,-1,0,0,0
88,Thursday,2015-07-09,22:10:00,134,00:24:00,0,5,0.01,1,41290,LAD,0,6,-6,0,0,2015,-2,0,0,0
89,Friday,2015-07-10,22:15:00,203,01:38:00,0,5,0.0,1,41895,SFG,2,15,-13,0,0,2015,-3,0,0,0
90,Saturday,2015-07-11,22:05:00,197,01:22:00,0,5,0.0,1,41980,SFG,5,8,-3,0,0,2015,-4,0,0,0
91,Sunday,2015-07-12,16:05:00,143,18:28:00,1,5,0.0,1,42387,SFG,2,4,-2,0,0,2015,-5,0,0,0
92,Friday,2015-07-17,19:05:00,146,21:31:00,0,5,0.0,0,23074,MIA,6,3,3,1,0,2015,1,0,0,0
93,Saturday,2015-07-18,19:05:00,159,21:44:00,0,5,0.0,0,23655,MIA,3,1,2,1,0,2015,2,0,0,0
94,Sunday,2015-07-19,13:35:00,195,16:50:00,1,5,0.0,0,21739,MIA,8,7,1,1,1,2015,3,0,0,0
95,Monday,2015-07-20,19:05:00,164,21:49:00,0,5,0.0,0,20148,TBR,5,3,2,1,0,2015,4,0,0,0
96,Tuesday,2015-07-21,19:05:00,172,21:57:00,0,5,0.0,0,28703,TBR,0,1,-1,0,0,2015,-1,0,0,0
97,Wednesday,2015-07-22,13:05:00,223,16:48:00,1,5,0.0,0,22252,TBR,5,4,1,1,1,2015,1,0,0,0
98,Friday,2015-07-24,16:05:00,193,19:18:00,1,5,0.0,1,41230,CHC,5,3,2,1,0,2015,2,0,0,0
99,Saturday,2015-07-25,16:05:00,158,18:43:00,1,5,0.0,1,41683,CHC,5,0,5,1,0,2015,3,0,0,0
100,Sunday,2015-07-26,14:20:00,181,17:21:00,1,5,0.0,1,41123,CHC,11,5,6,1,0,2015,4,0,0,0
101,Tuesday,2015-07-28,19:07:00,149,21:36:00,0,5,0.01,1,30516,TOR,3,2,1,1,0,2015,5,0,0,0
102,Wednesday,2015-07-29,19:07:00,157,21:44:00,0,5,0.01,1,27060,TOR,2,8,-6,0,0,2015,-1,0,0,0
103,Thursday,2015-07-30,19:05:00,179,22:04:00,0,5,0.01,0,21706,ATL,4,1,3,1,0,2015,1,1,0,1
104,Friday,2015-07-31,19:05:00,159,21:44:00,0,5,0.0,0,29290,ATL,9,3,6,1,0,2015,2,1,0,1
105,Saturday,2015-08-01,19:05:00,172,21:57:00,0,5,0.01,0,25523,ATL,12,2,10,1,0,2015,3,1,0,1
106,Sunday,2015-08-02,13:35:00,168,16:23:00,1,5,0.01,0,24361,ATL,2,6,-4,0,0,2015,-1,1,0,1
107,Tuesday,2015-08-04,19:05:00,211,22:36:00,0,5,0.01,0,28733,LAD,6,2,4,1,0,2015,1,0,0,0
108,Wednesday,2015-08-05,19:05:00,192,22:17:00,0,5,0.01,0,26197,LAD,3,4,-1,0,0,2015,-1,0,0,0
109,Thursday,2015-08-06,13:05:00,208,16:33:00,1,5,0.01,0,27839,LAD,8,10,-2,0,0,2015,-2,0,0,0
110,Friday,2015-08-07,22:10:00,253,02:23:00,0,4,0.0,1,31334,SDP,4,3,1,1,0,2015,1,0,0,0
111,Saturday,2015-08-08,20:40:00,175,23:35:00,0,4,0.0,1,44567,SDP,4,2,2,1,0,2015,2,0,0,0
112,Sunday,2015-08-09,16:10:00,176,19:06:00,1,4,0.01,1,24156,SDP,5,3,2,1,0,2015,3,0,0,0
113,Monday,2015-08-10,21:40:00,181,00:41:00,0,4,0.01,1,16495,ARI,3,13,-10,0,0,2015,-1,0,0,0
114,Tuesday,2015-08-11,21:40:00,163,00:23:00,0,5,0.01,1,19836,ARI,1,13,-12,0,0,2015,-2,0,0,0
115,Wednesday,2015-08-12,15:40:00,214,19:14:00,1,5,0.0,1,18047,ARI,7,6,1,1,0,2015,1,0,0,0
116,Friday,2015-08-14,20:10:00,150,22:40:00,0,5,0.0,1,34735,MIL,1,3,-2,0,0,2015,-1,0,0,0
117,Saturday,2015-08-15,19:10:00,178,22:08:00,0,5,0.0,1,39204,MIL,2,4,-2,0,0,2015,-2,0,0,0
118,Sunday,2015-08-16,14:10:00,187,17:17:00,1,5,0.0,1,33920,MIL,1,6,-5,0,0,2015,-3,0,0,0
119,Tuesday,2015-08-18,19:05:00,190,22:15:00,0,5,0.01,0,26547,TOR,5,8,-3,0,0,2015,-4,0,0,0
120,Wednesday,2015-08-19,19:05:00,144,21:29:00,0,5,0.0,0,26246,TOR,7,4,3,1,0,2015,1,0,0,0
121,Thursday,2015-08-20,19:10:00,213,22:43:00,0,5,0.0,1,19689,MIA,7,9,-2,0,0,2015,-1,0,0,0
122,Friday,2015-08-21,19:10:00,156,21:46:00,0,5,0.0,1,19391,MIA,7,1,6,1,0,2015,1,0,0,0
123,Saturday,2015-08-22,19:10:00,170,22:00:00,0,5,0.0,1,22113,MIA,4,2,2,1,0,2015,2,0,0,0
124,Sunday,2015-08-23,13:10:00,160,15:50:00,1,4,0.01,1,22693,MIA,2,0,2,1,0,2015,3,0,0,0
125,Monday,2015-08-24,19:05:00,213,22:38:00,0,4,0.0,0,23744,NYM,7,16,-9,0,0,2015,-1,1,1,0
126,Tuesday,2015-08-25,19:05:00,211,22:36:00,0,5,0.0,0,23544,NYM,5,6,-1,0,0,2015,-2,1,1,0
127,Wednesday,2015-08-26,19:05:00,196,22:21:00,0,5,0.0,0,22184,NYM,4,9,-5,0,0,2015,-3,1,1,0
128,Thursday,2015-08-27,19:05:00,272,23:37:00,0,5,0.0,0,22526,NYM,5,9,-4,0,0,2015,-4,1,1,0
129,Friday,2015-08-28,19:05:00,158,21:43:00,0,5,0.0,0,25145,SDP,7,1,6,1,0,2015,1,0,0,0
130,Saturday,2015-08-29,19:05:00,176,22:01:00,0,4,0.0,0,22090,SDP,4,3,1,1,0,2015,2,0,0,0
131,Sunday,2015-08-30,13:35:00,193,16:48:00,1,4,0.0,0,22624,SDP,4,9,-5,0,0,2015,-1,0,0,0
132,Monday,2015-08-31,19:10:00,143,21:33:00,0,5,0.0,1,34233,NYM,1,3,-2,0,0,2015,-2,1,1,0
133,Tuesday,2015-09-01,19:10:00,197,22:27:00,0,5,0.0,1,30104,NYM,14,8,6,1,0,2015,1,1,1,0
134,Wednesday,2015-09-02,19:10:00,173,22:03:00,0,5,0.0,1,32464,NYM,4,9,-5,0,0,2015,-1,1,1,0
135,Friday,2015-09-04,19:10:00,202,22:32:00,0,5,0.0,1,33674,BOS,5,7,-2,0,0,2015,-2,0,0,0
136,Saturday,2015-09-05,16:05:00,144,18:29:00,1,5,0.0,1,36534,BOS,2,9,-7,0,0,2015,-3,0,0,0
137,Sunday,2015-09-06,13:35:00,177,16:32:00,1,5,0.0,1,34708,BOS,2,6,-4,0,0,2015,-4,0,0,0
138,Monday,2015-09-07,19:05:00,152,21:37:00,0,5,0.0,0,15125,ATL,2,7,-5,0,0,2015,-5,1,0,1
139,Tuesday,2015-09-08,19:05:00,150,21:35:00,0,5,0.0,0,15610,ATL,5,0,5,1,0,2015,1,1,0,1
140,Wednesday,2015-09-09,19:05:00,172,21:57:00,0,5,0.0,0,15241,ATL,1,8,-7,0,0,2015,-1,1,0,1
141,Friday,2015-09-11,17:05:00,174,19:59:00,0,5,0.0,0,,CHC,1,5,-4,0,0,2015,-2,0,0,0
142,Friday,2015-09-11,19:05:00,176,22:01:00,0,5,0.0,0,22538,CHC,3,7,-4,0,0,2015,-3,0,0,0
143,Saturday,2015-09-12,19:05:00,192,22:17:00,0,5,0.0,0,20813,CHC,7,5,2,1,1,2015,1,0,0,0
144,Sunday,2015-09-13,13:35:00,184,16:39:00,1,4,0.0,0,23450,CHC,7,4,3,1,0,2015,2,0,0,0
145,Monday,2015-09-14,19:05:00,234,22:59:00,0,5,0.0,0,15402,WSN,7,8,-1,0,0,2015,-1,0,0,0
146,Tuesday,2015-09-15,19:05:00,155,21:40:00,0,5,0.0,0,15325,WSN,0,4,-4,0,0,2015,-2,0,0,0
147,Wednesday,2015-09-16,19:05:00,169,21:54:00,0,5,0.0,0,15753,WSN,2,12,-10,0,0,2015,-3,0,0,0
148,Friday,2015-09-18,19:35:00,178,22:33:00,0,5,0.0,1,22525,ATL,1,2,-1,0,0,2015,-4,1,0,1
149,Saturday,2015-09-19,19:10:00,141,21:31:00,0,5,0.0,1,24855,ATL,1,2,-1,0,0,2015,-5,1,0,1
150,Sunday,2015-09-20,13:35:00,153,16:08:00,1,5,0.0,1,23723,ATL,1,2,-1,0,1,2015,-6,1,0,1
151,Tuesday,2015-09-22,19:10:00,163,21:53:00,0,5,0.0,1,16742,MIA,6,2,4,1,0,2015,1,0,0,0
152,Wednesday,2015-09-23,19:10:00,200,22:30:00,0,5,0.0,1,15662,MIA,3,4,-1,0,1,2015,-1,0,0,0
153,Thursday,2015-09-24,19:10:00,154,21:44:00,0,5,0.0,1,17083,MIA,0,1,-1,0,0,2015,-2,0,0,0
154,Friday,2015-09-25,19:05:00,150,21:35:00,0,5,0.0,1,31019,WSN,8,2,6,1,0,2015,1,0,0,0
155,Saturday,2015-09-26,16:05:00,230,19:55:00,1,5,0.0,1,32086,WSN,1,2,-1,0,1,2015,-1,0,0,0
156,Sunday,2015-09-27,13:35:00,182,16:37:00,1,5,0.0,1,28661,WSN,12,5,7,1,0,2015,1,0,0,0
157,Tuesday,2015-09-29,19:05:00,166,21:51:00,0,5,0.0,0,15227,NYM,4,3,1,1,0,2015,2,1,1,0
158,Wednesday,2015-09-30,19:05:00,239,23:04:00,0,5,0.0,0,15201,NYM,7,5,2,1,0,2015,3,1,1,0
159,Thursday,2015-10-01,12:05:00,143,14:28:00,1,5,0.0,0,13238,NYM,3,0,3,1,0,2015,4,1,1,0
160,Saturday,2015-10-03,16:05:00,199,19:24:00,1,5,0.0,0,,MIA,6,7,-1,0,0,2015,-1,0,0,0
161,Saturday,2015-10-03,19:05:00,155,21:40:00,0,5,0.0,0,16240,MIA,2,5,-3,0,0,2015,-2,0,0,0
162,Sunday,2015-10-04,15:05:00,149,17:34:00,1,5,0.0,0,21734,MIA,7,2,5,1,0,2015,1,0,0,0
1,Monday,2016-04-04,16:10:00,176,19:06:00,1,3,0.94,1,43683,CIN,2,6,-4,0,0,2016,-1,0,0,0
2,Wednesday,2016-04-06,19:10:00,143,21:33:00,0,3,0.94,1,21621,CIN,2,3,-1,0,1,2016,-2,0,0,0
3,Thursday,2016-04-07,12:35:00,184,15:39:00,1,5,0.86,1,10784,CIN,6,10,-4,0,0,2016,-3,0,0,0
4,Friday,2016-04-08,13:10:00,189,16:19:00,1,5,0.97,1,44099,NYM,2,7,-5,0,0,2016,-4,1,1,0
5,Saturday,2016-04-09,19:10:00,164,21:54:00,0,4,0.92,1,37083,NYM,1,0,1,1,0,2016,1,1,1,0
6,Sunday,2016-04-10,13:10:00,177,16:07:00,1,3,0.98,1,37233,NYM,5,2,3,1,0,2016,2,1,1,0
7,Monday,2016-04-11,15:05:00,171,17:56:00,1,4,0.89,0,45229,SDP,3,4,-1,0,0,2016,-1,0,0,0
8,Tuesday,2016-04-12,19:05:00,178,22:03:00,0,3,0.86,0,21043,SDP,3,0,3,1,0,2016,1,0,0,0
9,Wednesday,2016-04-13,19:05:00,156,21:41:00,0,2,0.92,0,17638,SDP,2,1,1,1,0,2016,2,0,0,0
10,Thursday,2016-04-14,13:05:00,147,15:32:00,1,2,0.88,0,18079,SDP,3,0,3,1,0,2016,3,0,0,0
11,Friday,2016-04-15,19:05:00,191,22:16:00,0,2,1.18,0,22624,WSN,1,9,-8,0,0,2016,-1,0,0,0
12,Saturday,2016-04-16,19:05:00,157,21:42:00,0,2,1.09,0,30320,WSN,1,8,-7,0,0,2016,-2,0,0,0
13,Sunday,2016-04-17,13:35:00,204,16:59:00,1,2,1.07,0,37378,WSN,3,2,1,1,1,2016,1,0,0,0
14,Monday,2016-04-18,19:05:00,171,21:56:00,0,3,1.01,0,21585,NYM,2,5,-3,0,0,2016,-1,1,1,0
15,Tuesday,2016-04-19,19:05:00,183,22:08:00,0,3,0.99,0,22417,NYM,1,11,-10,0,0,2016,-2,1,1,0
16,Wednesday,2016-04-20,19:05:00,243,23:08:00,0,3,0.88,0,20057,NYM,5,4,1,1,1,2016,1,1,1,0
17,Friday,2016-04-22,20:10:00,168,22:58:00,0,3,0.84,1,23439,MIL,5,2,3,1,0,2016,2,0,0,0
18,Saturday,2016-04-23,19:10:00,240,23:10:00,0,3,0.91,1,34813,MIL,10,6,4,1,0,2016,3,0,0,0
19,Sunday,2016-04-24,14:10:00,169,16:59:00,1,3,0.95,1,28131,MIL,5,8,-3,0,0,2016,-1,0,0,0
20,Tuesday,2016-04-26,19:05:00,205,22:30:00,0,3,1.08,1,25097,WSN,4,3,1,1,0,2016,1,0,0,0
21,Wednesday,2016-04-27,19:05:00,179,22:04:00,0,3,1.13,1,24186,WSN,3,0,3,1,0,2016,2,0,0,0
22,Thursday,2016-04-28,16:05:00,179,19:04:00,1,3,1.19,1,22112,WSN,3,0,3,1,0,2016,3,0,0,0
23,Friday,2016-04-29,19:05:00,200,22:25:00,0,3,0.97,0,18677,CLE,4,3,1,1,1,2016,4,0,0,0
24,Saturday,2016-04-30,19:05:00,183,22:08:00,0,3,1.0,0,23636,CLE,4,3,1,1,0,2016,5,0,0,0
25,Sunday,2016-05-01,14:35:00,160,17:15:00,1,3,0.98,0,23809,CLE,2,1,1,1,0,2016,6,0,0,0
26,Monday,2016-05-02,20:15:00,181,23:16:00,0,3,1.11,1,40438,STL,3,10,-7,0,0,2016,-1,0,0,0
27,Tuesday,2016-05-03,20:15:00,151,22:46:00,0,3,1.06,1,40087,STL,1,0,1,1,0,2016,1,0,0,0
28,Wednesday,2016-05-04,20:15:00,183,23:18:00,0,3,1.1,1,40725,STL,4,5,-1,0,1,2016,-1,0,0,0
29,Thursday,2016-05-05,13:45:00,159,16:24:00,1,3,1.05,1,41818,STL,0,4,-4,0,0,2016,-2,0,0,0
30,Friday,2016-05-06,19:10:00,169,21:59:00,0,4,1.15,1,19983,MIA,4,6,-2,0,0,2016,-3,0,0,0
31,Saturday,2016-05-07,19:10:00,200,22:30:00,0,3,1.17,1,21719,MIA,4,3,1,1,0,2016,1,0,0,0
32,Sunday,2016-05-08,13:10:00,190,16:20:00,1,3,1.15,1,19625,MIA,6,5,1,1,0,2016,2,0,0,0
33,Tuesday,2016-05-10,19:10:00,153,21:43:00,0,3,1.11,1,14490,ATL,3,2,1,1,0,2016,3,1,0,1
34,Wednesday,2016-05-11,19:10:00,140,21:30:00,0,3,1.11,1,13760,ATL,1,5,-4,0,0,2016,-1,1,0,1
35,Thursday,2016-05-12,19:10:00,194,22:24:00,0,3,1.09,1,15643,ATL,7,4,3,1,0,2016,1,1,0,1
36,Friday,2016-05-13,19:05:00,157,21:42:00,0,3,1.18,0,22230,CIN,3,2,1,1,0,2016,2,0,0,0
37,Saturday,2016-05-14,19:05:00,165,21:50:00,0,2,1.13,0,29535,CIN,4,3,1,1,0,2016,3,0,0,0
38,Sunday,2016-05-15,13:35:00,232,17:27:00,1,2,1.21,0,27869,CIN,4,9,-5,0,0,2016,-1,0,0,0
39,Monday,2016-05-16,19:05:00,187,22:12:00,0,2,1.34,0,28348,MIA,3,5,-2,0,0,2016,-2,0,0,0
40,Tuesday,2016-05-17,19:05:00,173,21:58:00,0,2,1.36,0,18140,MIA,3,1,2,1,0,2016,1,0,0,0
41,Wednesday,2016-05-18,13:05:00,149,15:34:00,1,2,1.37,0,29579,MIA,4,2,2,1,0,2016,2,0,0,0
42,Friday,2016-05-20,19:05:00,180,22:05:00,0,2,1.24,0,27257,ATL,1,7,-6,0,0,2016,-1,1,0,1
43,Saturday,2016-05-21,15:05:00,176,18:01:00,1,3,1.17,0,20196,ATL,0,2,-2,0,0,2016,-2,1,0,1
44,Sunday,2016-05-22,13:35:00,155,16:10:00,1,3,1.19,0,23367,ATL,5,0,5,1,0,2016,1,1,0,1
45,Monday,2016-05-23,19:10:00,190,22:20:00,0,3,1.13,1,26400,DET,4,5,-1,0,0,2016,-1,0,0,0
46,Tuesday,2016-05-24,19:10:00,158,21:48:00,0,3,1.16,1,26531,DET,1,3,-2,0,0,2016,-2,0,0,0
47,Wednesday,2016-05-25,13:10:00,191,16:21:00,1,3,1.07,1,31187,DET,8,5,3,1,0,2016,1,0,0,0
48,Friday,2016-05-27,14:20:00,184,17:24:00,1,3,1.13,1,38941,CHC,2,6,-4,0,0,2016,-1,0,0,0
49,Saturday,2016-05-28,14:20:00,138,16:38:00,1,3,1.11,1,41555,CHC,1,4,-3,0,0,2016,-2,0,0,0
50,Sunday,2016-05-29,14:20:00,170,17:10:00,1,3,1.08,1,41575,CHC,2,7,-5,0,0,2016,-3,0,0,0
51,Monday,2016-05-30,19:05:00,173,21:58:00,0,3,1.26,0,21993,WSN,3,4,-1,0,0,2016,-4,0,0,0
52,Tuesday,2016-05-31,19:05:00,174,21:59:00,0,4,1.2,0,18572,WSN,1,5,-4,0,0,2016,-5,0,0,0
53,Wednesday,2016-06-01,19:05:00,165,21:50:00,0,4,1.14,0,19052,WSN,2,7,-5,0,0,2016,-6,0,0,0
54,Thursday,2016-06-02,19:05:00,194,22:19:00,0,4,0.83,0,22890,MIL,1,4,-3,0,0,2016,-7,0,0,0
55,Friday,2016-06-03,19:05:00,183,22:08:00,0,4,0.77,0,20138,MIL,6,3,3,1,0,2016,1,0,0,0
56,Saturday,2016-06-04,15:05:00,205,18:30:00,1,4,0.86,0,25177,MIL,3,6,-3,0,0,2016,-1,0,0,0
57,Sunday,2016-06-05,13:35:00,185,16:40:00,1,4,0.76,0,24259,MIL,8,1,7,1,0,2016,1,0,0,0
58,Monday,2016-06-06,19:05:00,185,22:10:00,0,4,0.81,0,22162,CHC,4,6,-2,0,0,2016,-1,0,0,0
59,Tuesday,2016-06-07,19:05:00,165,21:50:00,0,4,0.7,0,27381,CHC,3,2,1,1,0,2016,1,0,0,0
60,Wednesday,2016-06-08,13:05:00,164,15:49:00,1,4,0.81,0,28650,CHC,1,8,-7,0,0,2016,-1,0,0,0
61,Friday,2016-06-10,19:05:00,173,21:58:00,0,4,0.87,1,37941,WSN,6,9,-3,0,0,2016,-2,0,0,0
62,Saturday,2016-06-11,12:05:00,176,15:01:00,1,4,0.76,1,38044,WSN,0,8,-8,0,0,2016,-3,0,0,0
63,Sunday,2016-06-12,16:05:00,176,19:01:00,1,4,0.68,1,34294,WSN,4,5,-1,0,1,2016,-4,0,0,0
64,Monday,2016-06-13,19:07:00,175,22:02:00,0,4,0.47,1,35678,TOR,7,0,7,1,0,2016,1,0,0,0
65,Tuesday,2016-06-14,12:37:00,163,15:20:00,1,4,0.54,1,47066,TOR,3,11,-8,0,0,2016,-1,0,0,0
66,Wednesday,2016-06-15,19:05:00,171,21:56:00,0,4,0.49,0,24753,TOR,2,7,-5,0,0,2016,-2,0,0,0
67,Thursday,2016-06-16,19:05:00,184,22:09:00,0,4,0.44,0,22279,TOR,2,13,-11,0,0,2016,-3,0,0,0
68,Friday,2016-06-17,19:05:00,184,22:09:00,0,4,0.37,0,19282,ARI,2,10,-8,0,0,2016,-4,0,0,0
69,Saturday,2016-06-18,15:05:00,157,17:42:00,1,4,0.3,0,33797,ARI,1,4,-3,0,0,2016,-5,0,0,0
70,Sunday,2016-06-19,13:35:00,179,16:34:00,1,4,0.28,0,40214,ARI,1,5,-4,0,0,2016,-6,0,0,0
71,Monday,2016-06-20,13:05:00,160,15:45:00,1,4,0.26,0,22118,ARI,1,3,-2,0,0,2016,-7,0,0,0
72,Tuesday,2016-06-21,20:10:00,204,23:34:00,0,4,0.2,1,25714,MIN,10,14,-4,0,0,2016,-8,0,0,0
73,Wednesday,2016-06-22,20:10:00,168,22:58:00,0,4,0.18,1,25032,MIN,5,6,-1,0,0,2016,-9,0,0,0
74,Thursday,2016-06-23,13:10:00,187,16:17:00,1,4,0.13,1,30012,MIN,7,3,4,1,0,2016,1,0,0,0
75,Friday,2016-06-24,22:15:00,201,01:36:00,0,4,0.17,1,42238,SFG,4,5,-1,0,0,2016,-1,0,0,0
76,Saturday,2016-06-25,22:05:00,167,00:52:00,0,4,0.14,1,41928,SFG,3,2,1,1,0,2016,1,0,0,0
77,Sunday,2016-06-26,16:05:00,196,19:21:00,1,4,0.18,1,41479,SFG,7,8,-1,0,1,2016,-1,0,0,0
78,Monday,2016-06-27,21:40:00,198,00:58:00,0,4,0.13,1,22567,ARI,8,0,8,1,0,2016,1,0,0,0
79,Tuesday,2016-06-28,21:40:00,214,01:14:00,0,4,0.17,1,19645,ARI,4,3,1,1,0,2016,2,0,0,0
80,Wednesday,2016-06-29,15:40:00,233,19:33:00,1,4,0.2,1,18603,ARI,9,8,1,1,0,2016,3,0,0,0
81,Friday,2016-07-01,19:05:00,186,22:11:00,0,4,0.25,0,30263,KCR,4,3,1,1,0,2016,4,0,0,0
82,Saturday,2016-07-02,17:50:00,167,20:37:00,0,4,0.24,0,40331,KCR,2,6,-4,0,0,2016,-1,0,0,0
83,Sunday,2016-07-03,13:35:00,162,16:17:00,1,4,0.21,0,20473,KCR,7,2,5,1,0,2016,1,0,0,0
84,Monday,2016-07-04,16:05:00,147,18:32:00,1,4,0.21,0,19064,ATL,8,2,6,1,0,2016,2,1,0,1
85,Tuesday,2016-07-05,19:05:00,128,21:13:00,0,4,0.27,0,18426,ATL,5,1,4,1,0,2016,3,1,0,1
86,Wednesday,2016-07-06,13:05:00,174,15:59:00,1,4,0.29,0,19211,ATL,4,3,1,1,0,2016,4,1,0,1
87,Thursday,2016-07-07,20:40:00,173,23:33:00,0,4,0.38,1,35250,COL,2,11,-9,0,0,2016,-1,0,0,0
88,Friday,2016-07-08,20:10:00,216,23:46:00,0,4,0.32,1,42335,COL,5,3,2,1,0,2016,1,0,0,0
89,Saturday,2016-07-09,20:40:00,165,23:25:00,0,4,0.35,1,48105,COL,3,8,-5,0,0,2016,-1,0,0,0
90,Sunday,2016-07-10,16:10:00,191,19:21:00,1,4,0.28,1,32113,COL,10,3,7,1,0,2016,1,0,0,0
